-Infini;+Infini;+Infini;24,46986;101,5496;1,876056E-06
-Infini;+Infini;+Infini;24,43912;101,6777;9,377991E-07
-Infini;+Infini;+Infini;24,39976;101,5429;3,750026E-06
-Infini;+Infini;+Infini;24,47932;101,5997;9,380984E-07
-Infini;+Infini;+Infini;24,4716;101,6459;9,38041E-07
-Infini;+Infini;+Infini;24,47171;101,6554;-1,876084E-06
-Infini;+Infini;+Infini;24,46446;101,6803;-9,379876E-07
-Infini;+Infini;+Infini;24,46422;101,6864;4,689929E-06
-Infini;+Infini;+Infini;24,47867;101,6853;2,814281E-06
-Infini;+Infini;+Infini;24,47447;101,6911;-1,876124E-06
-Infini;+Infini;+Infini;24,47014;101,6973;0
-Infini;+Infini;+Infini;24,4847;101,7294;-9,381384E-07
-Infini;+Infini;+Infini;24,47656;101,7374;0
-Infini;+Infini;+Infini;24,45283;101,7547;1,875802E-06
0,02371;0,11938;1,51523;24,44238;101,7587;-9,378232E-07
-Infini;+Infini;+Infini;24,44623;101,7686;-9,378522E-07
0,05786;0,53622;1,99382;24,44595;101,7767;-1,8757E-06
0,02989;0,27692;0,83355;24,44593;101,7806;1,8757E-06
0,0176;0,1553;0,4478;24,45202;101,7898;9,378952E-07
0,01644;0,14567;0,40835;24,47062;101,784;-9,380337E-07
0,01537;0,13339;0,37257;24,47359;101,7924;2,814167E-06
0,01546;0,12913;0,35986;24,47252;101,794;-2,814143E-06
0,01656;0,12983;0,36248;24,45315;101,8058;-9,379035E-07
0,02311;0,17192;0,47312;24,4652;101,7965;9,379932E-07
0,02823;0,20527;0,56028;24,45363;101,8099;-4,689535E-06
0,0277;0,19887;0,54298;24,45385;101,8134;9,379086E-07
0,02799;0,19837;0,54009;24,46154;101,8108;9,379659E-07
0,02844;0,19883;0,53925;24,46015;101,8135;0
0,02974;0,20632;0,55674;24,45029;101,8241;-2,813647E-06
0,0311;0,21196;0,56871;24,44868;101,8243;1,87574E-06
0,02971;0,20305;0,54651;24,44909;101,8227;0
0,03036;0,20984;0,56078;24,44785;101,8196;-3,751457E-06
0,0298;0,2074;0,55251;24,44575;101,814;-4,689242E-06
0,02734;0,19312;0,51467;24,44403;101,8084;3,751342E-06
0,02552;0,1822;0,48659;24,44368;101,8049;-1,875666E-06
0,02467;0,17763;0,4743;24,44418;101,8014;-1,875674E-06
0,02336;0,16899;0,45287;24,44647;101,7964;-3,751415E-06
0,0234;0,17036;0,45628;24,4473;101,7929;-1,87572E-06
0,02294;0,16691;0,44748;24,446;101,7904;-9,378504E-07
0,02328;0,17076;0,45675;24,44571;101,785;1,875696E-06
0,02398;0,17691;0,47216;24,44394;101,7814;1,87567E-06
0,02424;0,17861;0,47733;24,4366;101,7777;-9,377803E-07
0,02441;0,17964;0,48084;24,43452;101,7754;-2,813295E-06
0,02586;0,19203;0,51178;24,43434;101,7741;9,377635E-07
0,02748;0,2039;0,54217;24,43019;101,777;0
0,02954;0,2203;0,58423;24,43019;101,777;0
0,03284;0,24741;0,6532;24,43493;101,7845;9,37768E-07
0,03374;0,25497;0,67191;24,43299;101,7888;-9,377536E-07
0,03357;0,2542;0,67025;24,43728;101,7909;0
0,03436;0,26035;0,68574;24,43511;101,7954;-1,875538E-06
0,03427;0,26258;0,69132;24,43701;101,7995;3,751134E-06
0,03479;0,26951;0,70781;24,43686;101,8027;3,751129E-06
0,03396;0,26394;0,6923;24,43651;101,8108;-1,875559E-06
0,03348;0,25658;0,67167;24,43697;101,8118;0
0,03042;0,22965;0,60373;24,43674;101,814;-9,377814E-07
0,03001;0,22339;0,58719;24,43568;101,8158;9,377736E-07
0,02778;0,20393;0,53964;24,43486;101,8182;-3,75107E-06
0,02689;0,19689;0,5227;24,43497;101,8206;3,751073E-06
0,02568;0,18741;0,50075;24,43382;101,8256;-9,377596E-07
0,0254;0,1848;0,49499;24,4356;101,8274;3,751092E-06
0,02474;0,17885;0,48126;24,43405;101,8346;1,875523E-06
0,02439;0,17589;0,47535;24,43472;101,8372;-3,751067E-06
0,02379;0,17061;0,46407;24,43357;101,841;2,813273E-06
0,02311;0,16453;0,45099;24,43494;101,8458;-3,751072E-06
0,02344;0,16296;0,4497;24,43531;101,8484;-2,813312E-06
0,02404;0,1625;0,45152;24,43298;101,8488;0
0,02515;0,16485;0,46069;24,43276;101,8492;2,813256E-06
0,02652;0,16868;0,47241;24,43247;101,8482;-2,813249E-06
0,02791;0,17242;0,48332;24,43093;101,8405;-9,377383E-07
0,02846;0,16964;0,47767;24,43206;101,838;9,377468E-07
0,02888;0,16725;0,47295;24,43172;101,8362;1,875488E-06
0,02839;0,15765;0,44925;24,43069;101,8338;-2,813209E-06
0,02973;0,16159;0,46049;24,42895;101,8308;-3,750894E-06
0,03195;0,17139;0,48641;24,42429;101,8269;-2,813067E-06
0,03146;0,16748;0,47659;24,42505;101,826;-9,376945E-07
0,03062;0,16202;0,46155;24,42921;101,8244;0
0,0283;0,14914;0,42734;24,42607;101,8115;-1,875404E-06
0,02802;0,14718;0,42155;24,42793;101,8021;9,377157E-07
0,0274;0,14383;0,41242;24,42115;101,8042;-2,812997E-06
0,02764;0,146;0,41754;24,41952;101,7976;9,376535E-07
0,02509;0,13142;0,38067;24,42092;101,7889;-4,68832E-06
0,02622;0,13913;0,39974;24,41464;101,7858;0
0,02627;0,14032;0,40204;24,41992;101,7819;0
0,02552;0,13639;0,39174;24,4181;101,7794;2,812929E-06
0,02442;0,12949;0,37423;24,41428;101,7693;-2,812843E-06
0,0244;0,13011;0,37602;24,4205;101,7635;-4,688303E-06
0,02475;0,13332;0,38473;24,42062;101,7601;-1,875323E-06
0,02475;0,13377;0,38606;24,41829;101,7577;2,812933E-06
0,02457;0,1326;0,38336;24,41891;101,7556;2,812947E-06
0,0246;0,13322;0,38541;24,41836;101,7536;3,750579E-06
0,02453;0,13315;0,38549;24,41934;101,7526;-9,376521E-07
0,02353;0,12672;0,36882;24,41166;101,7487;0
0,02277;0,1212;0,35484;24,41811;101,7451;9,376428E-07
0,02611;0,1423;0,40673;24,41421;101,7435;-1,875228E-06
0,02393;0,12834;0,37141;24,41992;101,7423;1,875313E-06
0,02255;0,11883;0,34616;24,40986;101,7431;2,812745E-06
0,02258;0,11571;0,3375;24,41722;101,7407;2,812908E-06
0,02267;0,11625;0,33827;24,41678;101,74;5,625798E-06
0,0229;0,11712;0,33981;24,41501;101,7369;2,81286E-06
0,02437;0,12386;0,35519;24,41564;101,7368;3,750498E-06
0,02459;0,12359;0,35433;24,42459;101,7384;9,37691E-07
0,02562;0,12931;0,36815;24,42663;101,7389;9,377063E-07
0,02589;0,13024;0,36981;24,43021;101,739;0
0,0264;0,13143;0,37216;24,4076;101,7168;1,87513E-06
0,02686;0,13296;0,37647;24,4348;101,7346;9,37767E-07
0,02897;0,14411;0,40557;24,43078;101,7309;9,377371E-07
0,02795;0,13621;0,38754;24,43119;101,7262;-9,377401E-07
0,0281;0,13719;0,38922;24,41209;101,7024;9,375981E-07
0,02816;0,13764;0,3901;24,41357;101,699;1,875218E-06
0,02768;0,13458;0,38333;24,41491;101,694;9,376191E-07
0,02863;0,1412;0,40099;24,414;101,6916;9,376122E-07
0,02848;0,14058;0,39974;24,41968;101,6905;-9,376544E-07
0,02703;0,13163;0,378;24,4207;101,6893;2,812987E-06
0,02636;0,1276;0,36858;24,41606;101,6886;9,376275E-07
0,02714;0,13321;0,38275;24,41526;101,6876;4,688108E-06
0,02613;0,12768;0,36888;24,41791;101,6895;0
0,02581;0,12696;0,36755;24,41397;101,6877;5,625672E-06
0,02772;0,13847;0,39679;24,41088;101,6832;1,875178E-06
0,02765;0,13852;0,39822;24,41083;101,6842;-3,750356E-06
0,03006;0,15188;0,43194;24,41041;101,6832;3,750344E-06
0,029;0,14486;0,41376;24,409;101,6812;3,7503E-06
0,02782;0,13818;0,39774;24,40823;101,6798;-1,875139E-06
0,02664;0,13215;0,38364;24,40812;101,6803;-9,375687E-07
0,02624;0,13032;0,37898;24,40757;101,6802;-9,375647E-07
0,02678;0,13425;0,38975;24,40445;101,6789;0
0,02879;0,14608;0,42001;24,40891;101,684;-6,563022E-06
0,03002;0,15378;0,44006;24,40866;101,6873;-5,625435E-06
0,03043;0,15674;0,44748;24,41242;101,6893;9,376008E-07
0,03045;0,15737;0,44829;24,40998;101,6904;2,812748E-06
0,02918;0,15154;0,43272;24,41356;101,6933;2,812828E-06
0,03046;0,16084;0,45603;24,41566;101,6973;1,87525E-06
0,03097;0,16482;0,46665;24,41373;101,6999;-9,376103E-07
0,03096;0,1648;0,46686;24,43234;101,7247;-1,875497E-06
0,03262;0,17491;0,49333;24,40924;101,7059;9,375769E-07
0,03212;0,17072;0,48321;24,44379;101,7354;-9,378339E-07
0,03224;0,17205;0,48729;24,4453;101,7412;2,813535E-06
0,03221;0,17195;0,48714;24,44627;101,7418;9,378525E-07
0,03232;0,17213;0,48885;24,46576;101,7302;9,379976E-07
0,03221;0,1714;0,48769;24,46608;101,7296;2,813999E-06
0,03256;0,17307;0,49362;24,45026;101,7398;1,875764E-06
0,03207;0,16914;0,483;24,44996;101,739;0
0,0316;0,16516;0,47304;24,44355;101,7368;-9,37832E-07
0,03173;0,16485;0,47264;24,44132;101,7374;2,813446E-06
0,03113;0,16108;0,46334;24,44369;101,7333;9,378331E-07
0,03047;0,15701;0,45186;24,44208;101,7329;-4,689105E-06
0,03004;0,15436;0,44386;24,44237;101,7328;2,81347E-06
0,02918;0,1498;0,43147;24,44209;101,7327;-1,875642E-06
0,0296;0,15242;0,43717;24,44546;101,7357;-9,378462E-07
0,02983;0,15302;0,43842;24,44757;101,7354;9,378618E-07
0,0295;0,15011;0,43122;24,44419;101,7422;-1,875674E-06
0,0298;0,1513;0,43466;24,44722;101,7488;-3,751437E-06
0,03109;0,15843;0,45144;24,44692;101,7543;2,813571E-06
0,03112;0,15851;0,45101;24,44832;101,7563;0
0,03199;0,16281;0,46057;24,44647;101,7576;9,378537E-07
0,03298;0,16796;0,47399;24,44317;101,7592;0
0,03391;0,17257;0,48632;24,44393;101,7605;-2,813504E-06
0,03583;0,18155;0,51015;24,44448;101,7593;-5,627035E-06
0,03608;0,18109;0,51024;24,44469;101,7578;3,751362E-06
0,0364;0,18063;0,50941;24,44405;101,7566;1,875672E-06
0,03742;0,18493;0,51978;24,4426;101,7579;-2,813475E-06
0,03926;0,19308;0,54002;24,44155;101,7549;2,813451E-06
0,03968;0,19371;0,54144;24,44155;101,7549;2,813451E-06
0,03913;0,18937;0,53072;24,44377;101,7493;9,378336E-07
0,0392;0,18875;0,53059;24,44406;101,7477;0
0,04034;0,19347;0,54344;24,44274;101,746;4,68913E-06
0,04117;0,19616;0,55093;24,43558;101,7449;2,813318E-06
0,04072;0,1928;0,54286;24,44024;101,7443;9,378074E-07
0,04059;0,19155;0,54065;24,43964;101,7441;1,875606E-06
0,04158;0,19762;0,55827;24,44103;101,7467;-4,689067E-06
0,04266;0,20375;0,57595;24,44144;101,7414;-1,875633E-06
0,04289;0,20712;0,58789;24,44008;101,7378;3,751224E-06
0,04287;0,2081;0,59388;24,44008;101,7378;3,751224E-06
0,04361;0,21423;0,61199;24,43545;101,7281;9,377716E-07
0,04461;0,22035;0,62839;24,40735;101,7007;1,875126E-06
0,04298;0,21342;0,61063;24,40904;101,6978;-2,812727E-06
0,04247;0,2121;0,60736;24,40981;101,6945;-3,750326E-06
0,04208;0,21181;0,6066599;24,4099;101,6865;-2,812746E-06
0,04169;0,2113;0,60466;24,43497;101,6675;1,875536E-06
0,0407;0,20807;0,59552;24,43471;101,6629;0
0,03871;0,19896;0,5717;24,43567;101,6581;-1,875547E-06
0,03604;0,18575;0,53706;24,41558;101,6672;3,750497E-06
0,03515;0,18364;0,53112;24,41002;101,6657;-4,687914E-06
0,03589;0,18821;0,54333;24,41212;101,6606;2,812795E-06
0,03639;0,19184;0,55272;24,41126;101,6583;0
0,03734;0,19793;0,56921;24,40876;101,6542;-2,812721E-06
0,03719;0,19783;0,5696599;24,40943;101,6529;9,375786E-07
0,03839;0,20544;0,59055;24,40923;101,6529;-3,750308E-06
