-Infini;+Infini;+Infini;12,55499;73,02643;10,07191
-Infini;+Infini;+Infini;358,8513;73,82226;0,2261589
-Infini;+Infini;+Infini;359,774;74,6947;359,7481
-Infini;+Infini;+Infini;359,4252;74,76878;0,01069389
-Infini;+Infini;+Infini;359,3902;74,78804;0,007222613
-Infini;+Infini;+Infini;359,4388;74,7623;0,004486529
-Infini;+Infini;+Infini;359,419;74,76307;359,9914
-Infini;+Infini;+Infini;359,4125;74,74892;-0,003964786
-Infini;+Infini;+Infini;359,4184;74,74932;359,9927
-Infini;+Infini;+Infini;359,4309;74,74271;-0,001065829
-Infini;+Infini;+Infini;359,4281;74,75135;-0,0009552868
-Infini;+Infini;+Infini;359,4208;74,75514;-0,004111423
-Infini;+Infini;+Infini;359,425;74,75186;-0,0002080111
-Infini;+Infini;+Infini;359,4478;74,74447;0,005515902
0,09342;0,73182;6,36694;359,4207;74,76322;359,9877
-Infini;+Infini;+Infini;359,4189;74,75302;359,9907
-0,092;3,53646;11,04057;359,4471;74,74857;0,005184328
-0,19119;5,05318;12,82778;359,4253;74,7422;0,005646529
-0,0873;2,25799;5,38978;359,4295;74,73804;0,001969914
-0,06238;1,62196;3,78858;359,4319;74,75295;-0,002096331
-0,0534;1,45083;3,36812;359,4178;74,72793;0,002482075
-0,0614;1,71228;3,95005;359,4264;74,75659;-0,001178453
-0,05036;1,57154;3,62917;359,4085;74,74617;0,001576924
-0,03215;1,04717;2,42318;359,4199;74,75082;0,004984267
-0,0229;0,80096;1,85378;359,4233;74,75566;-0,0001941366
-0,0222;0,78141;1,81415;359,4001;74,75378;359,9887
-0,01874;0,66054;1,53759;359,4093;74,75389;0,002861974
-0,01561;0,56084;1,30722;359,41;74,75397;0,0002129745
-0,01297;0,47605;1,11744;359,4225;74,75632;0,01161218
-0,00975;0,39948;0,94731;359,4006;74,76014;359,9901
-0,00775;0,34855;0,83151;359,3949;74,75282;0,01163609
-0,00575;0,30212;0,7265;359,373;74,75578;359,991
-0,00468;0,27856;0,67392;359,397;74,74343;-0,003947774
-0,00449;0,27946;0,67652;359,3791;74,75323;359,9913
-0,00336;0,25902;0,63224;359,349;74,74931;-0,005466292
-0,00227;0,23998;0,58857;359,4164;74,73949;2,347999E-05
-0,00227;0,24537;0,60168;359,4107;74,74783;359,9748
-0,00157;0,23974;0,59161;359,3396;74,72649;0,02332451
-0,00101;0,23248;0,57506;359,3896;74,74909;359,985
-0,00082;0,21401;0,5304;359,3675;74,73467;359,9929
-0,00073;0,18911;0,47409;359,3251;74,70461;0,02177428
-0,00132;0,1907;0,47524;359,3503;74,7559;359,9815
-0,00144;0,22765;0,5589;359,3666;74,73293;359,9888
-0,00246;0,2905;0,69585;359,2896;74,72285;0,06049796
-0,00342;0,36033;0,85219;359,3435;74,72681;0,02598172
-0,00451;0,4129;0,97159;359,3875;74,75417;359,985
-0,00622;0,49319;1,15195;359,3625;74,73698;359,9933
-0,00899;0,60001;1,39286;359,2748;74,70631;0,03513106
-0,01028;0,65207;1,50855;359,3857;74,74351;359,979
-0,01106;0,73685;1,70365;359,3458;74,71264;359,9942
-0,01154;0,81171;1,87338;359,4289;74,69486;359,9569
-0,01223;0,9046;2,08468;359,2756;74,71457;0,03788905
-0,01111;0,76099;1,75153;359,3015;74,67524;-0,0007835022
-0,01009;0,63822;1,46581;359,3853;74,68784;359,9767
-0,009939999;0,60187;1,38177;359,3797;74,70142;359,9889
-0,00986;0,59633;1,36828;359,33;74,6746;0,004350034
-0,00925;0,59386;1,3633;359,3865;74,67905;359,9634
-0,00715;0,48894;1,12356;359,368;74,66305;0,0003715209
-0,00632;0,41542;0,95486;359,3549;74,692;359,9823
-0,00606;0,39688;0,91144;359,4131;74,70036;-0,003878257
-0,00538;0,3541;0,81342;359,3727;74,67023;359,9778
-0,00464;0,2985;0,68796;359,3622;74,66678;0,0009154889
-0,00429;0,28249;0,65013;359,3952;74,68385;359,9824
-0,00413;0,28643;0,65806;359,3665;74,66622;359,9866
-0,00426;0,30541;0,69816;359,3746;74,67871;359,9805
-0,00392;0,2941;0,67074;359,3614;74,66346;0,01137799
-0,0036;0,26608;0,60614;359,36;74,69013;359,9914
-0,00357;0,26174;0,5959;359,3455;74,6787;359,9828
-0,00341;0,26552;0,60354;359,369;74,67767;-0,0007886145
-0,00296;0,2349;0,53536;359,3836;74,70136;359,9736
-0,00271;0,23335;0,52949;359,3844;74,69801;359,9772
-0,00298;0,22858;0,5190901;359,3464;74,69409;0,01764646
-0,00338;0,39043;0,87929;359,3872;74,7006;-0,002573181
-0,00347;0,3118;0,70387;359,3706;74,70998;-0,0008731696
-0,00333;0,26404;0,59678;359,3953;74,69722;0,0100621
-0,0036;0,24586;0,55613;359,4287;74,707;0,01294329
-0,00378;0,2446;0,55283;359,4491;74,73476;0,001236215
-0,00542;0,39803;0,89365;359,3997;74,70001;0,0308397
-0,00687;0,56535;1,26205;359,4576;74,72781;-0,005392223
-0,00646;0,44175;0,98838;359,3905;74,71822;-0,003541093
-0,008;0,54497;1,2153;359,4084;74,69882;359,9539
-0,00889;0,61329;1,36708;359,3061;74,75475;0,03952995
-0,00887;0,48089;1,07304;359,3123;74,69725;0,0190397
-0,00977;0,56075;1,25153;359,3845;74,68402;0,05259467
-0,01172;0,53082;1,19714;359,3113;74,7704;359,9232
-0,01179;0,67097;1,50603;359,3233;74,69734;0,03117588
-0,01364;0,74361;1,67312;359,3469;74,6843;0,003246579
-0,01398;0,79824;1,79323;359,3359;74,69811;0,002778099
-0,01401;0,7914;1,776;359,3476;74,65208;-0,005596208
-0,01417;0,89319;2,00021;359,3373;74,6671;359,9895
-0,01573;1,04625;2,3453;359,3682;74,64529;359,9898
-0,01464;1,04702;2,34972;359,3485;74,65308;-0,005518749
