-Infini;+Infini;+Infini;359,4289;74,59865;2,401358E-07
-Infini;+Infini;+Infini;359,4801;74,88435;1,067261E-07
-Infini;+Infini;+Infini;359,4254;74,77149;-5,603171E-07
-Infini;+Infini;+Infini;359,4186;74,77122;1,867726E-07
-Infini;+Infini;+Infini;359,4221;74,76473;-2,40136E-07
-Infini;+Infini;+Infini;359,4216;74,76125;1,147317E-06
-Infini;+Infini;+Infini;359,4219;74,76036;2,668178E-08
-Infini;+Infini;+Infini;359,4227;74,75988;8,004535E-08
-Infini;+Infini;+Infini;359,4235;74,75963;2,40136E-07
-Infini;+Infini;+Infini;359,425;74,75962;9,338618E-07
-Infini;+Infini;+Infini;359,4251;74,75977;-2,668177E-08
-Infini;+Infini;+Infini;359,4245;74,75958;6,670443E-07
-Infini;+Infini;+Infini;359,4244;74,75817;-4,002266E-07
-Infini;+Infini;+Infini;359,4233;74,75592;-6,403626E-07
0,09342;0,73182;6,36694;359,422;74,75338;1,067271E-06
-Infini;+Infini;+Infini;359,4207;74,75166;-8,004536E-08
-0,092;3,53646;11,04057;359,42;74,75036;4,535905E-07
-0,19119;5,05318;12,82778;359,4178;74,75018;4,269088E-07
-0,0873;2,25799;5,38978;359,4153;74,75038;-5,336363E-07
-0,06238;1,62196;3,78858;359,4125;74,75157;-6,670457E-07
-0,0534;1,45083;3,36812;359,408;74,75363;2,668185E-07
-0,0614;1,71228;3,95005;359,4064;74,75546;-4,269097E-07
-0,05036;1,57154;3,62917;359,4052;74,75532;-5,336373E-07
-0,03215;1,04717;2,42318;359,4018;74,75617;2,668188E-07
-0,0229;0,80096;1,85378;359,4005;74,75571;1,867732E-07
-0,0222;0,78141;1,81415;359,3981;74,75645;-4,002284E-07
-0,01874;0,66054;1,53759;359,3955;74,75606;-1,067276E-07
-0,01561;0,56084;1,30722;359,3933;74,75567;-8,004577E-08
-0,01297;0,47605;1,11744;359,3864;74,75513;1,067278E-06
-0,00975;0,39948;0,94731;359,3814;74,75355;4,802756E-07
-0,00775;0,34855;0,83151;359,3805;74,75266;-1,067279E-07
-0,00575;0,30212;0,7265;359,3766;74,75026;6,670501E-07
-0,00468;0,27856;0,67392;359,3734;74,74743;8,004606E-08
-0,00449;0,27946;0,67652;359,3706;74,74438;-2,401383E-07
-0,00336;0,25902;0,63224;359,3697;74,7422;-4,802767E-07
-0,00227;0,23998;0,58857;359,3618;74,73875;3,20185E-07
-0,00227;0,24537;0,60168;359,3556;74,7369;4,53596E-07
-0,00157;0,23974;0,59161;359,3542;74,73492;-4,802782E-07
-0,00101;0,23248;0,57506;359,3489;74,73379;-6,403715E-07
-0,00082;0,21401;0,5304;359,3472;74,73204;1,867751E-07
-0,00073;0,18911;0,47409;359,3497;74,72868;-4,535965E-07
-0,00132;0,1907;0,47524;359,3425;74,72717;4,269149E-07
-0,00144;0,22765;0,5589;359,3426;74,72488;3,468684E-07
-0,00246;0,2905;0,69585;359,348;74,72044;-3,735501E-07
-0,00342;0,36033;0,85219;359,3481;74,71789;3,201858E-07
-0,00451;0,4129;0,97159;359,3443;74,71542;-7,204187E-07
-0,00622;0,49319;1,15195;359,346;74,71106;3,468681E-07
-0,00899;0,60001;1,39286;359,3522;74,70466;0
-0,01028;0,65207;1,50855;359,3541;74,70232;4,53596E-07
-0,01106;0,73685;1,70365;359,3568;74,6992;-6,403705E-07
-0,01154;0,81171;1,87338;359,3607;74,71024;0
-0,01223;0,9046;2,08468;359,3596;74,69476;4,269135E-07
-0,01111;0,76099;1,75153;359,367;74,69186;2,668206E-07
-0,01009;0,63822;1,46581;359,3678;74,69134;2,134564E-07
-0,009939999;0,60187;1,38177;359,3699;74,69198;4,269126E-07
-0,00986;0,59633;1,36828;359,3726;74,68873;-3,735484E-07
-0,00925;0,59386;1,3633;359,3707;74,68536;8,004611E-07
-0,00715;0,48894;1,12356;359,3733;74,6829;5,870045E-07
-0,00632;0,41542;0,95486;359,3715;74,68229;-2,668203E-08
-0,00606;0,39688;0,91144;359,3695;74,68555;1,334102E-07
-0,00538;0,3541;0,81342;359,3688;74,68393;2,935025E-07
-0,00464;0,2985;0,68796;359,3694;74,6834;5,336408E-07
-0,00429;0,28249;0,65013;359,3648;74,68392;1,334103E-07
-0,00413;0,28643;0,65806;359,3673;74,68444;2,401385E-07
-0,00426;0,30541;0,69816;359,3659;74,68631;-2,668206E-07
-0,00392;0,2941;0,67074;359,3689;74,68747;-2,668204E-08
-0,0036;0,26608;0,60614;359,3704;74,69106;-2,935024E-07
-0,00357;0,26174;0,5959;359,3743;74,69286;-2,668201E-08
-0,00341;0,26552;0,60354;359,3752;74,69379;-1,3341E-07
-0,00296;0,2349;0,53536;359,3768;74,6973;-5,3364E-08
-0,00271;0,23335;0,52949;359,3808;74,70045;2,134559E-07
-0,00298;0,22858;0,5190901;359,3856;74,7021;-5,603212E-07
-0,00338;0,39043;0,87929;359,3864;74,70393;3,468654E-07
-0,00347;0,3118;0,70387;359,3871;74,70581;3,735473E-07
-0,00333;0,26404;0,59678;359,386;74,70807;2,668196E-07
-0,0036;0,24586;0,55613;359,3819;74,71049;6,937314E-07
-0,00378;0,2446;0,55283;359,3755;74,71584;9,071882E-07
-0,00542;0,39803;0,89365;359,3741;74,7177;-2,668202E-08
-0,00687;0,56535;1,26205;359,3628;74,71832;-3,201849E-07
-0,00646;0,44175;0,98838;359,3581;74,71582;1,067284E-07
-0,008;0,54497;1,2153;359,3539;74,72243;-1,867748E-07
-0,00889;0,61329;1,36708;359,3518;74,70668;-4,535963E-07
-0,00887;0,48089;1,07304;359,3547;74,69878;1,600927E-07
-0,00977;0,56075;1,25153;359,3389;74,6976;-4,535974E-07
-0,01172;0,53082;1,19714;359,3481;74,68722;-2,935037E-07
-0,01179;0,67097;1,50603;359,3529;74,68178;-1,067285E-07
-0,01364;0,74361;1,67312;359,3533;74,67392;9,338744E-07
-0,01398;0,79824;1,79323;359,3577;74,66378;6,670526E-07
-0,01401;0,7914;1,776;359,3603;74,65824;5,336418E-08
-0,01417;0,89319;2,00021;359,3608;74,65455;1,067284E-07
-0,01573;1,04625;2,3453;359,361;74,65119;8,004626E-08
-0,01464;1,04702;2,34972;359,3594;74,6494;-2,134568E-07
-0,01714;1,3017;2,92143;359,3578;74,64773;-1,867747E-07
-0,018;1,4162;3,17909;359,3556;74,64601;8,004633E-08
-0,01736;1,44987;3,25455;359,3558;74,64371;1,334106E-07
-0,01615;1,41887;3,18517;359,354;74,63671;5,336424E-08
-0,01675;1,40119;3,14303;359,3547;74,63174;5,336424E-08
-0,01835;1,45347;3,25716;359,3544;74,62701;-4,269139E-07
-0,01876;1,47414;3,29789;359,3511;74,62308;1,067285E-07
-0,01933;1,47749;3,30553;359,3501;74,62015;5,60325E-07
-0,0198;1,48588;3,3225;359,3508;74,61954;-2,668214E-07
-0,02205;1,60839;3,58742;359,355;74,62084;5,336424E-08
-0,02216;1,60895;3,58491;359,3592;74,62438;6,136883E-07
-0,02491;1,75501;3,89598;359,3601;74,62852;9,872373E-07
-0,02878;1,84545;4,08791;359,3653;74,64155;5,336413E-08
-0,03662;2,03561;4,49867;359,3662;74,64769;1,867744E-07
-0,04145;2,17279;4,79839;359,3668;74,65393;-5,069591E-07
-0,04263;2,2035;4,86177;359,3699;74,6615;5,336408E-08
-0,04676;2,28597;5,04124;359,3709;74,66734;8,004611E-08
-0,0513;2,37435;5,2332;359,3715;74,67314;-2,668203E-07
-0,06231;2,69076;5,92213;359,3749;74,67845;-2,668201E-08
-0,06437001;2,67137;5,87661;359,3752;74,68403;1,334101E-07
-0,07376;2,87976;6,32305;359,3788;74,69289;-4,26912E-07
-0,12114;4,04789;8,88862;359,3783;74,69993;-3,468659E-07
-0,14374;4,63779;10,15287;359,3784;74,7056;3,201839E-07
-0,14405;4,57356;9,99329;359,3858;74,71402;-2,935016E-07
-0,09294999;2,94734;6,43507;359,3998;74,72376;5,336378E-08
-0,0782;2,48425;5,42745;359,3998;74,72376;5,336378E-08
-0,08421;2,66349;5,82036;359,4062;74,72746;1,280729E-06
-0,08777;2,79651;6,11197;359,4151;74,73179;-6,670453E-07
-0,10334;3,277;7,15862;359,4385;74,73957;8,004513E-08
-0,11299;3,6343;7,93798;359,4478;74,74266;-2,134533E-07
-0,20105;6,23944;13,55472;359,4545;74,7444;4,535878E-07
-0,1962;6,12962;13,2911;359,4616;74,74645;-2,401345E-07
-0,18173;5,70332;12,36478;359,4658;74,74795;-2,934975E-07
-0,16791;5,27376;11,42727;359,4757;74,74952;-8,004463E-07
-0,14579;4,56424;9,894589;359,484;74,75256;2,934966E-07
-0,1224;3,93934;8,53759;359,4841;74,75265;-2,668151E-08
-0,10779;3,61829;7,83784;359,4912;74,75645;-3,735407E-07
-0,09505;3,25719;7,05795;359,4879;74,75603;8,804893E-07
-0,08332;2,93305;6,36663;359,4899;74,75858;-4,535852E-07
-0,06847;2,51069;5,46061;359,4807;74,75463;-3,735413E-07
-0,07242;2,93129;6,40101;359,4802;74,75688;-1,093943E-06
-0,05884;2,5374;5,5596;359,4783;74,75616;-1,334076E-07
-0,04999;2,31313;5,08199;359,4809;74,75695;4,535859E-07
-0,03935;1,97957;4,3652;359,4783;74,75454;-2,668153E-07
-0,03177;1,735;3,83994;359,4751;74,75043;2,668154E-07
-0,02542;1,38344;3,06;359,4778;74,75011;-2,668154E-08
-0,02235;1,23788;2,74133;359,4851;74,75186;1,867705E-07
-0,01987;1,16316;2,57881;359,4917;74,75418;-8,004443E-08
-0,01766;1,06479;2,36674;359,5;74,76085;1,334072E-07
-0,01833;1,09418;2,42581;359,5133;74,76896;6,93716E-07
-0,01977;1,12421;2,48855;359,5211;74,78135;2,934949E-07
-0,02098;1,14488;2,52976;359,5457;74,80492;-4,135596E-07
-0,02058;1,09747;2,42401;359,5556;74,8205;-3,335153E-07
-0,02302;1,13896;2,51098;359,5645;74,83491;8,004359E-08
-0,02265;1,1099;2,44467;359,5731;74,84857;-2,801522E-07
-0,02592;1,27891;2,82542;359,5794;74,86359;8,537967E-07
-0,0281;1,33987;2,96079;359,5851;74,87554;2,534707E-07
-0,02962;1,35206;2,98617;359,5924;74,88711;5,069409E-07
-0,04843;1,80296;3,95778;359,5943;74,89697;3,868759E-07
-0,03543;1,46742;3,22764;359,5974;74,91319;2,134487E-07
-0,0288;1,26606;2,7961;359,5959;74,92143;2,001082E-07
-0,02688;1,16572;2,58484;359,5909;74,92592;4,669194E-07
-0,02836;1,20664;2,67425;359,5876;74,93004;5,069413E-07
-0,02639;1,1685;2,59232;359,5764;74,93296;-2,267898E-07
-0,02893;1,21336;2,69182;359,5659;74,9359;3,068337E-07
-0,03095;1,226;2,71678;359,5497;74,94005;6,403499E-07
-0,03365;1,27046;2,81413;359,5423;74,94344;1,334064E-08
-0,03608;1,31168;2,90594;359,5171;74,94611;6,937158E-07
-0,03732;1,34681;2,98631;359,5056;74,9463;-2,668142E-07
-0,04073;1,39952;3,10647;359,4972;74,94519;-8,80488E-07
-0,05472;1,87031;4,11229;359,4901;74,94409;-4,002223E-07
-0,05594;1,88522;4,14325;359,4898;74,94445;-5,336297E-08
-0,05715;1,89531;4,15999;359,4834;74,93843;-3,201781E-07
