 1,301731 ; 1,017511 ; 0,9741657 ;0,0; 0,0; 0,0; 1,0;
 1,301788 ; 1,017695 ; 0,973446 ;0,0; 0,0; 0,0; 1,0;
 1,301874 ; 1,01771 ; 0,9737989 ;0,0; 0,0; 0,0; 1,0;
 1,301899 ; 1,017681 ; 0,9737181 ;0,0; 0,0; 0,0; 1,0;
 1,301859 ; 1,017707 ; 0,9735979 ;0,0; 0,0; 0,0; 1,0;
 1,301905 ; 1,017729 ; 0,9735982 ;0,0; 0,0; 0,0; 1,0;
 1,301934 ; 1,01775 ; 0,9735487 ;0,0; 0,0; 0,0; 1,0;
 1,301923 ; 1,017748 ; 0,9735965 ;0,0; 0,0; 0,0; 1,0;
 1,301934 ; 1,017721 ; 0,9737235 ;0,0; 0,0; 0,0; 1,0;
 1,301885 ; 1,017694 ; 0,9738865 ;0,0; 0,0; 0,0; 1,0;
 1,301933 ; 1,01774 ; 0,9738201 ;0,0; 0,0; 0,0; 1,0;
 1,301858 ; 1,017723 ; 0,9735627 ;0,0; 0,0; 0,0; 1,0;
 1,301938 ; 1,017758 ; 0,9736962 ;0,0; 0,0; 0,0; 1,0;
 1,301904 ; 1,0177 ; 0,9739166 ;0,0; 0,0; 0,0; 1,0;
 1,301908 ; 1,017703 ; 0,9738364 ;0,0; 0,0; 0,0; 1,0;
 1,301927 ; 1,017739 ; 0,9736407 ;0,0; 0,0; 0,0; 1,0;
 1,301849 ; 1,017731 ; 0,9735973 ;0,0; 0,0; 0,0; 1,0;
 1,301874 ; 1,017718 ; 0,9737068 ;0,0; 0,0; 0,0; 1,0;
 1,301918 ; 1,017725 ; 0,9737791 ;0,0; 0,0; 0,0; 1,0;
 1,301932 ; 1,017725 ; 0,9738606 ;0,0; 0,0; 0,0; 1,0;
 1,301936 ; 1,017732 ; 0,9738315 ;0,0; 0,0; 0,0; 1,0;
 1,301941 ; 1,017714 ; 0,9738583 ;0,0; 0,0; 0,0; 1,0;
