 0,6332208 ; 1,165335 ; 0,9838182;0.0; -1.0; 0.0; 0.0;
 0,635905 ; 1,164104 ; 0,9859061;0.0; -1.0; 0.0; 0.0;
 0,6271349 ; 1,165659 ; 0,9903378;0.0; -1.0; 0.0; 0.0;
 0,6271272 ; 1,165632 ; 0,9906006;0.0; -1.0; 0.0; 0.0;
 0,627126 ; 1,165599 ; 0,990782;0.0; -1.0; 0.0; 0.0;
 0,6251227 ; 1,16701 ; 0,9902256;0.0; -1.0; 0.0; 0.0;
 0,6251227 ; 1,16701 ; 0,9902256;0.0; -1.0; 0.0; 0.0;
 0,6252006 ; 1,166867 ; 0,9904855;0.0; -1.0; 0.0; 0.0;
 0,6252006 ; 1,166867 ; 0,9904855;0.0; -1.0; 0.0; 0.0;
 0,6252006 ; 1,166867 ; 0,9904855;0.0; -1.0; 0.0; 0.0;
 0,6255484 ; 1,166837 ; 0,9910614;0.0; -1.0; 0.0; 0.0;
 0,6253898 ; 1,166886 ; 0,9910495;0.0; -1.0; 0.0; 0.0;
 0,6252642 ; 1,166963 ; 0,9909598;0.0; -1.0; 0.0; 0.0;
 0,6254507 ; 1,166929 ; 0,9905657;0.0; -1.0; 0.0; 0.0;
 0,6246018 ; 1,167105 ; 0,9905704;0.0; -1.0; 0.0; 0.0;
 0,6253445 ; 1,167091 ; 0,9902679;0.0; -1.0; 0.0; 0.0;
 0,6253461 ; 1,167168 ; 0,9900753;0.0; -1.0; 0.0; 0.0;
 0,6243836 ; 1,167375 ; 0,9901701;0.0; -1.0; 0.0; 0.0;
 0,6252776 ; 1,167263 ; 0,9899845;0.0; -1.0; 0.0; 0.0;
 0,6253002 ; 1,167252 ; 0,989927;0.0; -1.0; 0.0; 0.0;
 0,625421 ; 1,167178 ; 0,9898589;0.0; -1.0; 0.0; 0.0;
 0,6254168 ; 1,167152 ; 0,9898248;0.0; -1.0; 0.0; 0.0;
 0,6254798 ; 1,167114 ; 0,989758;0.0; -1.0; 0.0; 0.0;
 0,6254826 ; 1,167006 ; 0,9896756;0.0; -1.0; 0.0; 0.0;
 0,6255173 ; 1,166934 ; 0,9896259;0.0; -1.0; 0.0; 0.0;
 0,6254721 ; 1,166911 ; 0,9896048;0.0; -1.0; 0.0; 0.0;
 0,6254904 ; 1,166856 ; 0,9895708;0.0; -1.0; 0.0; 0.0;
 0,6255608 ; 1,166797 ; 0,9895341;0.0; -1.0; 0.0; 0.0;
 0,6255387 ; 1,16677 ; 0,9894958;0.0; -1.0; 0.0; 0.0;
